index,Bedrooms,Property Category,District,Price(Float)
1700,4,Duplex,Wuye,"35,000,000.00"
1701,4,Duplex,Wuye,"15,000,000.00"
1702,3,Apartment,Jahi,"11,500,000.00"
1703,2,Apartment,Gwarinpa,"5,000,000.00"
1704,1,Apartment,Life Camp,"2,000,000.00"
1705,4,Duplex,Life Camp,"25,000,000.00"
1706,4,Duplex,Guzape,"18,000,000.00"
1707,5,Duplex,Maitama,"120,000,000.00"
1708,4,Apartment,Jabi,"8,500,000.00"
1709,4,Duplex,Guzape,"16,000,000.00"
1710,4,Duplex,Kado,"25,000,000.00"
1711,3,Duplex,Jabi,"32,000,000.00"
1712,2,Apartment,Garki,"4,000,000.00"
1713,2,Apartment,Katampe,"12,000,000.00"
1714,2,Apartment,Katampe,"4,000,000.00"
1715,4,Duplex,Life Camp,"13,000,000.00"
1716,2,Apartment,Jahi,"13,000,000.00"
1717,4,Duplex,Asokoro,"13,000,000.00"
1718,4,Duplex,Life Camp,"8,000,000.00"
1719,1,Apartment,Apo,"1,500,000.00"
1720,6,Duplex,Jabi,"40,000,000.00"
1721,5,Duplex,Jabi,"30,000,000.00"
1722,1,Apartment,Wuse,"3,000,000.00"
1723,3,Apartment,Maitama,"30,000,000.00"
1724,4,Bungalow,Gwarinpa,"8,500,000.00"
1725,3,Duplex,Jabi,"32,000,000.00"
1726,3,Apartment,Durumi,"5,000,000.00"
1727,6,Duplex,Maitama,"90,000,000.00"
1728,4,Duplex,Mabushi,"15,000,000.00"
1729,3,House,Jahi,"17,000,000.00"
1730,4,Duplex,Maitama,"25,000,000.00"
1731,3,Apartment,Guzape,"10,000,000.00"
1732,3,Duplex,Kabusa,"8,500,000.00"
1733,5,Duplex,Guzape,"40,000,000.00"
1734,6,Duplex,Asokoro,"100,000,000.00"
1735,4,Duplex,Guzape,"12,000,000.00"
1736,3,Apartment,Gwarinpa,"10,800,000.00"
1737,2,Apartment,Gwarinpa,"9,000,000.00"
1738,1,Apartment,Gwarinpa,"7,200,000.00"
1739,1,Apartment,Utako,"3,500,000.00"
1740,3,Duplex,Jabi,"32,000,000.00"
1741,3,Apartment,Kaura,"6,000,000.00"
1742,2,Apartment,Katampe,"7,000,000.00"
1743,4,Duplex,Durumi,"12,000,000.00"
1744,3,Apartment,Jabi,"18,000,000.00"
1745,2,Apartment,Idu,"4,000,000.00"
1746,2,Apartment,Lugbe,"3,000,000.00"
1747,3,Apartment,Mabushi,"8,000,000.00"
1748,3,Apartment,Durumi,"5,000,000.00"
1749,3,Apartment,Mabushi,"8,000,000.00"
1750,3,Apartment,Lugbe,"12,000,000.00"
1751,1,Apartment,Jahi,"11,000,000.00"
1752,3,Apartment,Life Camp,"7,000,000.00"
1753,3,Duplex,Jabi,"32,000,000.00"
1754,5,Duplex,Katampe,"30,000,000.00"
1755,2,Apartment,Gwarinpa,"4,000,000.00"
1756,3,Apartment,Wuye,"6,500,000.00"
1757,3,Apartment,Wuse,"10,000,000.00"
1758,3,Apartment,Utako,"8,000,000.00"
1759,1,Apartment,Maitama,"14,000,000.00"
1760,3,Apartment,Jahi,"8,000,000.00"
1761,3,Apartment,Jahi,"9,000,000.00"
1762,3,Apartment,Jahi,"9,000,000.00"
1763,3,Apartment,Jahi,"9,000,000.00"
1764,1,Apartment,Lugbe,"1,500,000.00"
1765,5,Duplex,Apo,"25,000,000.00"
1766,4,Duplex,Mabushi,"15,000,000.00"
1767,4,Duplex,Apo,"11,000,000.00"
1768,4,Duplex,Lugbe,"4,500,000.00"
1769,3,Apartment,Durumi,"5,000,000.00"
1770,4,Duplex,Life Camp,"8,000,000.00"
1771,3,Duplex,Jabi,"32,000,000.00"
1772,3,Apartment,Garki,"7,000,000.00"
1773,4,Duplex,Katampe,"25,000,000.00"
1774,6,Duplex,Maitama,"80,000,000.00"
1775,2,Apartment,Lugbe,"82,000,000.00"
1776,4,Duplex,Maitama,"25,000,000.00"
1777,2,Apartment,Jahi,"4,500,000.00"
1778,8,Duplex,Maitama,"75,000,000.00"
1779,2,Apartment,Lugbe,"4,000,000.00"
1780,4,Duplex,Kaura,"8,500,000.00"
1781,2,Apartment,Idu,"5,500,000.00"
1782,4,Duplex,Jabi,"15,000,000.00"
1783,5,Duplex,Guzape,"28,000,000.00"
1784,4,Duplex,Guzape,"15,000,000.00"
1785,4,Duplex,Lugbe,"4,500,000.00"
1786,3,Apartment,Durumi,"9,000,000.00"
1787,3,Apartment,Maitama,"19,000,000.00"
1788,4,Duplex,Mabushi,"15,000,000.00"
1789,3,House,Maitama,"15,000,000.00"
1790,3,Duplex,Jabi,"32,000,000.00"
1791,4,Duplex,Katampe,"25,000,000.00"
1792,6,Duplex,Katampe,"35,000,000.00"
1793,6,Duplex,Katampe,"35,000,000.00"
1794,4,Duplex,Durumi,"15,000,000.00"
1795,4,Duplex,Mabushi,"15,000,000.00"
1796,3,Duplex,Maitama,"30,000,000.00"
1797,3,Apartment,Utako,"11,000,000.00"
1798,2,Apartment,Lugbe,"6,000,000.00"
1799,4,Duplex,Wuye,"15,000,000.00"
1800,3,Duplex,Jahi,"10,000,000.00"
1801,4,Duplex,Jahi,"13,500,000.00"
1802,5,Duplex,Asokoro,"100,000,000.00"
1803,5,Duplex,Asokoro,"100,000,000.00"
1804,4,Duplex,Jabi,"25,000,000.00"
1805,4,Duplex,Guzape,"25,000,000.00"
1806,4,Duplex,Guzape,"25,000,000.00"
1807,2,Apartment,Lugbe,"5,000,000.00"
1808,3,Duplex,Jabi,"32,000,000.00"
1809,6,Duplex,Katampe,"35,000,000.00"
1810,6,Duplex,Katampe,"35,000,000.00"
1811,6,Duplex,Katampe,"35,000,000.00"
1812,4,Duplex,Jabi,"25,000,000.00"
1813,3,Apartment,Jahi,"10,000,000.00"
1814,4,Apartment,Jahi,"13,500,000.00"
1815,3,Apartment,Guzape,"12,000,000.00"
1816,3,Apartment,Jahi,"10,000,000.00"
1817,4,Apartment,Jahi,"13,500,000.00"
1818,3,Apartment,Wuse,"10,000,000.00"
1819,4,Duplex,Maitama,"30,000,000.00"
1820,5,House,Lugbe,"6,000,000.00"
1821,3,Apartment,Lugbe,"4,500,000.00"
1822,4,Duplex,Jabi,"25,000,000.00"
1823,4,Duplex,Jahi,"15,000,000.00"
1824,4,Duplex,Mabushi,"20,000,000.00"
1825,3,Apartment,Utako,"6,500,000.00"
1826,3,Apartment,Wuse,"74,523,350.00"
1827,3,Duplex,Jabi,"32,000,000.00"
1828,1,Apartment,Garki,"5,500,000.00"
1829,6,Duplex,Katampe,"35,000,000.00"
1830,4,Duplex,Katampe,"30,000,000.00"
1831,3,Apartment,Jahi,"8,000,000.00"
1832,3,Apartment,Mabushi,"7,500,000.00"
1833,4,Duplex,Utako,"18,000,000.00"
1834,4,Duplex,Guzape,"20,000,000.00"
1835,2,Apartment,Jabi,"3,000,000.00"
1836,3,Apartment,Mabushi,"7,500,000.00"
1837,4,Duplex,Mabushi,"12,000,000.00"
1838,4,Duplex,Maitama,"30,000,000.00"
1839,4,Duplex,Mabushi,"15,000,000.00"
1840,2,Apartment,Katampe,"4,000,000.00"
1841,2,Apartment,Jahi,"6,000,000.00"
1842,3,House,Jabi,"5,800,000.00"
1843,5,Duplex,Jabi,"20,000,000.00"
1844,2,Apartment,Jabi,"6,000,000.00"
1845,4,Duplex,Maitama,"30,000,000.00"
1846,5,Duplex,Jabi,"20,000,000.00"
1847,3,Duplex,Jabi,"32,000,000.00"
1848,6,Duplex,Katampe,"30,000,000.00"
1849,3,Apartment,Apo,"4,000,000.00"
1850,5,Duplex,Mabushi,"15,000,000.00"
1851,2,Apartment,Life Camp,"7,000,000.00"
1852,6,Duplex,Guzape,"30,000,000.00"
1853,3,Duplex,Lugbe,"8,000,000.00"
1854,4,Duplex,Maitama,"25,000,000.00"
1855,4,Duplex,Guzape,"15,000,000.00"
1856,1,Duplex,Jahi,"80,000,000.00"
1857,5,Duplex,Wuse,"20,000,000.00"
1858,1,Apartment,Kado,"6,000,000.00"
1859,4,Duplex,Wuye,"15,000,000.00"
1860,1,Apartment,Apo,"2,500,000.00"
1861,3,Apartment,Wuse,"10,000,000.00"
1862,3,Duplex,Life Camp,"10,000,000.00"
1863,2,Apartment,Garki,"75,000,000.00"
1864,4,Duplex,Jahi,"15,000,000.00"
1865,3,Duplex,Jabi,"32,000,000.00"
1866,4,Duplex,Garki,"20,000,000.00"
1867,2,Apartment,Garki,"5,500,000.00"
1868,4,Duplex,Garki,"12,000,000.00"
1869,2,Apartment,Katampe,"20,000,000.00"
1870,4,Duplex,Katampe,"30,000,000.00"
1871,6,Duplex,Katampe,"35,000,000.00"
1872,6,Duplex,Katampe,"35,000,000.00"
1873,6,Duplex,Katampe,"35,000,000.00"
1874,2,Apartment,Mabushi,"4,000,000.00"
1875,5,Duplex,Mabushi,"30,000,000.00"
1876,1,Apartment,Life Camp,"8,000,000.00"
1877,1,Apartment,Life Camp,"12,000,000.00"
1878,2,Duplex,Jabi,"20,000,000.00"
1879,4,Duplex,Wuye,"15,000,000.00"
1880,1,Apartment,Kaura,"2,500,000.00"
1881,4,Duplex,Wuye,"15,000,000.00"
1882,4,Duplex,Lugbe,"7,500,000.00"
1883,4,Duplex,Gwarinpa,"300,000,000.00"
1884,3,Duplex,Jabi,"32,000,000.00"
1885,2,Apartment,Katampe,"20,000,000.00"
1886,5,Duplex,Utako,"40,000,000.00"
1887,4,Duplex,Jabi,"18,000,000.00"
1888,1,Apartment,Gwarinpa,"3,500,000.00"
1889,3,Apartment,Kado,"10,000,000.00"
1890,2,Apartment,Maitama,"13,000,000.00"
1891,2,Apartment,Life Camp,"5,000,000.00"
1892,6,Duplex,Jabi,"65,000,000.00"
1893,1,Apartment,Durumi,"5,500,000.00"
1894,3,Apartment,Wuye,"8,000,000.00"
1895,3,Apartment,Apo,"7,000,000.00"
1896,2,Apartment,Apo,"6,000,000.00"
1897,2,Apartment,Apo,"5,500,000.00"
1898,1,Apartment,Guzape,"8,000,000.00"
1899,3,Apartment,Idu,"6,000,000.00"
1900,2,Apartment,Katampe,"6,000,000.00"
1901,3,Duplex,Jabi,"32,000,000.00"
1902,2,Apartment,Garki,"30,000,000.00"
1903,2,Apartment,Kaura,"4,000,000.00"
1904,2,Apartment,Katampe,"20,000,000.00"
1905,2,Apartment,Katampe,"20,000,000.00"
1906,4,Duplex,Katampe,"15,000,000.00"
1907,4,Duplex,Asokoro,"33,000,000.00"
1908,3,Duplex,Lokogoma,"6,500,000.00"
1909,1,Apartment,Asokoro,"5,500,000.00"
1910,3,Apartment,Wuye,"7,000,000.00"
1911,4,Duplex,Lokogoma,"10,000,000.00"
1912,3,Duplex,Life Camp,"5,500,000.00"
1913,3,Apartment,Jahi,"60,000,000.00"
1914,3,Apartment,Garki,"18,000,000.00"
1915,4,Duplex,Maitama,"100,000,000.00"
1916,4,Duplex,Asokoro,"10,000,000.00"
1917,2,Apartment,Life Camp,"3,500,000.00"
1918,6,Duplex,Guzape,"40,000,000.00"
1919,2,Bungalow,Apo,"3,000,000.00"
1920,2,Apartment,Lugbe,"4,500,000.00"
1921,3,Duplex,Jabi,"32,000,000.00"
1922,3,Apartment,Wuye,"8,000,000.00"
1923,5,Duplex,Wuse,"80,000,000.00"
1924,2,Apartment,Life Camp,"5,000,000.00"
1925,3,Apartment,Maitama,"47,423,950.00"
1926,1,Apartment,Wuse,"6,000,000.00"
1927,2,Apartment,Mabushi,"5,000,000.00"
1928,3,Duplex,Kado,"10,000,000.00"
1929,5,Duplex,Apo,"30,000,000.00"
1930,2,Apartment,Life Camp,"3,500,000.00"
1931,3,Apartment,Garki,"18,000,000.00"
1932,4,Apartment,Kado,"14,000,000.00"
1933,5,Duplex,Guzape,"16,000,000.00"
1934,4,Duplex,Jahi,"15,000,000.00"
1935,3,Apartment,Life Camp,"6,500,000.00"
1936,3,Apartment,Utako,"8,500,000.00"
1937,3,Apartment,Kaura,"6,000,000.00"
1938,3,Duplex,Jabi,"32,000,000.00"
1939,6,Duplex,Wuse,"35,000,000.00"
1940,3,Apartment,Kaura,"6,000,000.00"
1941,2,Apartment,Maitama,"26,000,000.00"
1942,3,Apartment,Asokoro,"120,000,000.00"
1943,3,Apartment,Katampe,"5,000,000.00"
1944,4,Duplex,Wuye,"15,000,000.00"
1945,3,Apartment,Jahi,"13,000,000.00"
1946,4,Duplex,Wuye,"15,000,000.00"
1947,1,Apartment,Idu,"2,000,000.00"
1948,3,Apartment,Wuse,"40,000,000.00"
1949,4,Duplex,Wuye,"20,000,000.00"
1950,4,Duplex,Lugbe,"8,000,000.00"
1951,4,Duplex,Life Camp,"6,500,000.00"
1952,3,Apartment,Wuse,"40,000,000.00"
1953,5,Duplex,Apo,"25,000,000.00"
1954,5,Duplex,Wuye,"20,000,000.00"
1955,4,Duplex,Idu,"9,000,000.00"
1956,3,Duplex,Jahi,"13,000,000.00"
1957,3,Duplex,Jabi,"32,000,000.00"
1958,3,Apartment,Kaura,"6,000,000.00"
1959,2,Apartment,Katampe,"6,000,000.00"
1960,4,Duplex,Katampe,"25,000,000.00"
1961,2,Apartment,Katampe,"6,000,000.00"
1962,1,Apartment,Gwarinpa,"3,000,000.00"
1963,2,Apartment,Katampe,"6,000,000.00"
1964,4,Duplex,Wuye,"20,000,000.00"
1965,4,Duplex,Guzape,"25,000,000.00"
1966,4,Duplex,Wuye,"20,000,000.00"
1967,4,Duplex,Wuye,"20,000,000.00"
1968,5,Bungalow,Lokogoma,"15,000,000.00"
1969,3,Apartment,Maitama,"25,000,000.00"
1970,3,Apartment,Jahi,"10,000,000.00"
1971,4,Duplex,Jahi,"15,000,000.00"
1972,5,Duplex,Wuse,"35,000,000.00"
1973,5,Duplex,Maitama,"81,298,200.00"
1974,4,Duplex,Mabushi,"15,000,000.00"
1975,2,Apartment,Kaura,"4,500,000.00"
1976,3,Duplex,Jabi,"32,000,000.00"
1977,2,Apartment,Jabi,"6,000,000.00"
1978,3,Duplex,Lokogoma,"7,000,000.00"
1979,6,Duplex,Maitama,"50,000,000.00"
1980,3,Apartment,Kaura,"6,000,000.00"
1981,6,Duplex,Gwarinpa,"45,000,000.00"
1982,2,Apartment,Idu,"3,500,000.00"
1983,5,Duplex,Wuye,"30,000,000.00"
1984,3,Apartment,Idu,"5,000,000.00"
1985,3,Apartment,Kaura,"6,000,000.00"
1986,2,Apartment,Maitama,"20,000,000.00"
1987,4,Duplex,Mabushi,"15,000,000.00"
1988,2,Apartment,Wuye,"6,500,000.00"
1989,3,Apartment,Wuse,"40,000,000.00"
1990,3,Apartment,Kaura,"6,000,000.00"
1991,4,Duplex,Jahi,"8,000,000.00"
1992,4,Duplex,Jahi,"8,000,000.00"
1993,3,Duplex,Jabi,"32,000,000.00"
1994,5,Duplex,Katampe,"20,000,000.00"
1995,4,Duplex,Katampe,"15,000,000.00"
1996,5,Duplex,Apo,"30,000,000.00"
1997,2,Apartment,Wuse,"18,000,000.00"
1998,4,Duplex,Lugbe,"8,000,000.00"
1999,3,Apartment,Gwarinpa,"12,000,000.00"
2000,5,Duplex,Asokoro,"50,000,000.00"
2001,2,Apartment,Jahi,"5,000,000.00"
2002,2,Apartment,Katampe,"13,000,000.00"
2003,3,Duplex,Apo,"5,000,000.00"
2004,5,Duplex,Mabushi,"11,000,000.00"
2005,6,Duplex,Gwarinpa,"20,000,000.00"
2006,2,Apartment,Jahi,"5,000,000.00"
2007,3,House,Maitama,"14,000,000.00"
2008,5,Duplex,Life Camp,"10,000,000.00"
2009,4,Duplex,Idu,"8,000,000.00"
2010,4,Duplex,Jahi,"13,000,000.00"
2011,4,Duplex,Mabushi,"15,000,000.00"
2012,3,Duplex,Jabi,"32,000,000.00"
2013,3,Apartment,Kaura,"6,000,000.00"
2014,2,Duplex,Lugbe,"6,000,000.00"
2015,2,Apartment,Wuse,"13,500,000.00"
2016,3,Apartment,Jahi,"10,000,000.00"
2017,3,Apartment,Jabi,"10,000,000.00"
2018,4,Duplex,Jahi,"15,000,000.00"
2019,2,Apartment,Lokogoma,"3,500,000.00"
2020,1,Apartment,Lokogoma,"2,500,000.00"
2021,7,Duplex,Jabi,"60,000,000.00"
2022,1,Apartment,Wuse,"3,200,000.00"
2023,3,Duplex,Kado,"10,000,000.00"
2024,4,Duplex,Maitama,"25,000,000.00"
2025,5,Duplex,Idu,"8,000,000.00"
2026,3,Apartment,Kaura,"6,000,000.00"
2027,4,Duplex,Wuye,"20,000,000.00"
2028,4,Duplex,Lugbe,"8,000,000.00"
2029,2,Apartment,Jahi,"15,000,000.00"
2030,3,Duplex,Jabi,"32,000,000.00"
2031,1,Apartment,Wuse,"4,500,000.00"
2032,4,Duplex,Katampe,"25,000,000.00"
2033,3,Duplex,Gwarinpa,"6,500,000.00"
2034,2,Apartment,Gwarinpa,"4,000,000.00"
2035,2,Apartment,Gwarinpa,"3,000,000.00"
2036,2,Apartment,Gwarinpa,"2,800,000.00"
2037,1,Apartment,Maitama,"18,000,000.00"
2038,4,Duplex,Wuse,"35,000,000.00"
2039,4,Duplex,Jabi,"30,000,000.00"
2040,3,Bungalow,Kado,"18,000,000.00"
2041,3,Apartment,Guzape,"12,000,000.00"
2042,3,Duplex,Kado,"10,000,000.00"
2043,8,Duplex,Maitama,"50,000,000.00"
2044,6,Duplex,Maitama,"50,000,000.00"
2045,4,Duplex,Asokoro,"25,000,000.00"
2046,5,Duplex,Apo,"14,000,000.00"
2047,4,Duplex,Maitama,"50,000,000.00"
2048,3,Duplex,Jabi,"32,000,000.00"
2049,4,Duplex,Katampe,"25,000,000.00"
2050,4,Duplex,Katampe,"25,000,000.00"
2051,1,Apartment,Gwarinpa,"2,500,000.00"
2052,3,Apartment,Kado,"10,000,000.00"
2053,3,Apartment,Jahi,"10,000,000.00"
2054,4,Duplex,Life Camp,"15,000,000.00"
2055,2,Apartment,Wuse,"5,000,000.00"
2056,4,Duplex,Asokoro,"30,000,000.00"
2057,2,Apartment,Durumi,"5,000,000.00"
2058,4,Duplex,Jabi,"30,000,000.00"
2059,4,Duplex,Wuse,"25,000,000.00"
2060,3,Duplex,Kado,"10,000,000.00"
2061,5,Duplex,Lugbe,"7,000,000.00"
2062,5,Duplex,Guzape,"25,000,000.00"
2063,4,Duplex,Guzape,"18,000,000.00"
2064,3,Duplex,Jabi,"32,000,000.00"
2065,2,Apartment,Wuse,"6,000,000.00"
2066,1,Apartment,Katampe,"4,500,000.00"
2067,4,Duplex,Mabushi,"12,000,000.00"
2068,4,Duplex,Jabi,"25,000,000.00"
2069,3,Apartment,Jahi,"10,000,000.00"
2070,3,Duplex,Kado,"10,000,000.00"
2071,2,Apartment,Idu,"4,500,000.00"
2072,3,Apartment,Maitama,"15,000,000.00"
2073,5,Duplex,Maitama,"60,000,000.00"
2074,4,Duplex,Asokoro,"30,000,000.00"
2075,3,Apartment,Jahi,"8,000,000.00"
2076,3,Apartment,Maitama,"15,000,000.00"
2077,3,Apartment,Jahi,"10,000,000.00"
2078,4,Duplex,Maitama,"50,000,000.00"
2079,2,Apartment,Wuse,"4,500,000.00"
2080,2,Apartment,Wuye,"6,500,000.00"
2081,3,Apartment,Jabi,"6,500,000.00"
2082,3,Duplex,Jabi,"32,000,000.00"
2083,4,Duplex,Jabi,"25,000,000.00"
2084,2,Apartment,Wuse,"13,500,000.00"
2085,4,Apartment,Mabushi,"12,000,000.00"
2086,6,Duplex,Maitama,"50,000,000.00"
2087,4,Duplex,Gwarinpa,"15,000,000.00"
2088,4,Duplex,Idu,"8,000,000.00"
2089,3,House,Life Camp,"15,000,000.00"
2090,7,Duplex,Gwarinpa,"550,000,000.00"
2091,3,Duplex,Kado,"10,000,000.00"
2092,3,Duplex,Kado,"10,000,000.00"
2093,6,Duplex,Maitama,"50,000,000.00"
2094,2,Apartment,Durumi,"4,500,000.00"
2095,3,Duplex,Kado,"10,000,000.00"
2096,4,Duplex,Guzape,"140,000,000.00"
2097,1,Apartment,Kaura,"2,500,000.00"
2098,5,Duplex,Life Camp,"13,000,000.00"
2099,4,Bungalow,Life Camp,"7,000,000.00"
2100,2,Apartment,Durumi,"4,500,000.00"
2101,4,Duplex,Kado,"20,000,000.00"
2102,4,Duplex,Guzape,"13,000,000.00"
2103,3,Duplex,Jabi,"32,000,000.00"
2104,2,Apartment,Katampe,"6,000,000.00"
2105,2,Duplex,Life Camp,"7,000,000.00"
2106,3,Apartment,Wuse,"35,000,000.00"
2107,5,Duplex,Asokoro,"30,000,000.00"
2108,4,Duplex,Maitama,"25,000,000.00"
2109,3,House,Lugbe,"6,000,000.00"
2110,2,Apartment,Durumi,"5,000,000.00"
2111,6,Duplex,Maitama,"50,000,000.00"
2112,3,Bungalow,Life Camp,"15,000,000.00"
2113,3,Apartment,Jahi,"8,000,000.00"
2114,3,Bungalow,Life Camp,"15,000,000.00"
2115,3,Bungalow,Life Camp,"15,000,000.00"
2116,4,Duplex,Guzape,"15,000,000.00"
2117,3,Apartment,Lugbe,"5,000,000.00"
2118,3,Duplex,Gwarinpa,"15,000,000.00"
2119,4,Duplex,Guzape,"15,000,000.00"
2120,2,Apartment,Jabi,"20,000,000.00"
2121,3,Duplex,Jabi,"32,000,000.00"
2122,4,Duplex,Katampe,"15,000,000.00"
2123,5,Duplex,Katampe,"15,000,000.00"
2124,2,Apartment,Lugbe,"2,500,000.00"
2125,4,Duplex,Jahi,"13,000,000.00"
2126,4,Duplex,Lugbe,"10,000,000.00"
2127,4,Duplex,Wuye,"35,000,000.00"
2128,9,Duplex,Garki,"25,000,000.00"
2129,20,Duplex,Asokoro,"60,000,000.00"
2130,1,Apartment,Life Camp,"2,000,000.00"
2131,4,Duplex,Guzape,"15,000,000.00"
2132,5,Duplex,Asokoro,"35,000,000.00"
2133,4,Duplex,Jabi,"35,000,000.00"
2134,2,Apartment,Life Camp,"4,000,000.00"
2135,4,Duplex,Jabi,"12,000,000.00"
2136,3,Duplex,Jabi,"8,500,000.00"
2137,3,Apartment,Kaura,"5,000,000.00"
2138,3,Duplex,Jabi,"32,000,000.00"
2139,3,Apartment,Jahi,"8,000,000.00"
2140,2,Apartment,Life Camp,"7,000,000.00"
2141,3,Apartment,Durumi,"6,000,000.00"
2142,1,Apartment,Kaura,"4,000,000.00"
2143,4,Duplex,Jahi,"13,000,000.00"
2144,5,Duplex,Maitama,"50,000,000.00"
2145,3,Apartment,Jabi,"33,196,765.00"
2146,4,Duplex,Jahi,"13,000,000.00"
2147,4,Duplex,Gwarinpa,"15,000,000.00"
2148,3,Apartment,Maitama,"20,000,000.00"
2149,4,Duplex,Life Camp,"12,000,000.00"
2150,3,Duplex,Gwarinpa,"8,000,000.00"
2151,3,Apartment,Kaura,"5,500,000.00"
2152,4,Duplex,Lugbe,"10,000,000.00"
2153,3,Duplex,Jabi,"32,000,000.00"
2154,4,Duplex,Katampe,"13,000,000.00"
2155,4,Duplex,Katampe,"13,000,000.00"
2156,3,Apartment,Guzape,"13,000,000.00"
2157,2,Apartment,Jahi,"7,000,000.00"
2158,5,Duplex,Maitama,"50,000,000.00"
2159,5,Duplex,Kado,"20,000,000.00"
2160,5,Apartment,Guzape,"15,000,000.00"
2161,4,Duplex,Asokoro,"16,000,000.00"
2162,4,House,Maitama,"30,000,000.00"
2163,3,Apartment,Mabushi,"6,000,000.00"
2164,2,Apartment,Wuse,"10,000,000.00"
2165,2,Apartment,Lugbe,"4,000,000.00"
2166,3,Bungalow,Kado,"18,000,000.00"
2167,4,Duplex,Maitama,"25,000,000.00"
2168,4,Duplex,Jabi,"9,500,000.00"
2169,3,Bungalow,Kado,"18,000,000.00"
2170,4,Apartment,Life Camp,"12,000,000.00"
2171,3,Duplex,Jabi,"32,000,000.00"
2172,3,Apartment,Garki,"8,000,000.00"
2173,3,Apartment,Katampe,"8,000,000.00"
2174,1,Apartment,Katampe,"3,500,000.00"
2175,2,Apartment,Katampe,"10,000,000.00"
2176,4,Duplex,Idu,"8,000,000.00"
2177,4,Duplex,Wuye,"15,000,000.00"
2178,6,Duplex,Asokoro,"40,000,000.00"
2179,6,Duplex,Maitama,"50,000,000.00"
2180,9,Duplex,Asokoro,"80,000,000.00"
2181,4,Duplex,Guzape,"20,000,000.00"
2182,2,Bungalow,Guzape,"6,500,000.00"
2183,4,Duplex,Guzape,"18,000,000.00"
2184,1,Apartment,Durumi,"3,000,000.00"
2185,1,Apartment,Maitama,"6,000,000.00"
2186,4,Duplex,Kado,"12,000,000.00"
2187,5,Duplex,Jahi,"13,000,000.00"
2188,3,Apartment,Guzape,"10,000,000.00"
2189,3,Duplex,Jabi,"32,000,000.00"
2190,4,Duplex,Katampe,"13,000,000.00"
2191,4,Duplex,Katampe,"13,000,000.00"
2192,1,Apartment,Katampe,"6,500,000.00"
2193,4,Duplex,Maitama,"15,000,000.00"
2194,3,Apartment,Jahi,"10,000,000.00"
2195,6,Duplex,Gwarinpa,"45,000,000.00"
2196,4,Apartment,Jahi,"10,000,000.00"
2197,5,Duplex,Jabi,"20,000,000.00"
2198,4,Duplex,Jahi,"10,000,000.00"
2199,4,Duplex,Guzape,"13,000,000.00"
2200,2,Apartment,Jahi,"10,000,000.00"
2201,4,Duplex,Gwarinpa,"15,000,000.00"
2202,4,Duplex,Asokoro,"25,000,000.00"
2203,4,Duplex,Guzape,"15,000,000.00"
2204,3,Apartment,Wuye,"10,000,000.00"
2205,5,Bungalow,Asokoro,"75,000,000.00"
2206,3,Apartment,Idu,"7,000,000.00"
2207,2,Apartment,Jahi,"7,000,000.00"
2208,4,Duplex,Jahi,"13,000,000.00"
2209,2,Apartment,Lugbe,"7,500,000.00"
2210,3,Duplex,Jabi,"32,000,000.00"
2211,5,Duplex,Maitama,"60,000,000.00"
2212,2,Apartment,Kaura,"4,000,000.00"
2213,1,Apartment,Kaura,"2,500,000.00"
2214,2,Duplex,Apo,"3,500,000.00"
2215,3,Apartment,Durumi,"5,000,000.00"
2216,4,Duplex,Guzape,"13,000,000.00"
2217,5,Duplex,Guzape,"25,000,000.00"
2218,5,Duplex,Guzape,"29,000,000.00"
2219,4,Duplex,Jahi,"15,000,000.00"
2220,4,Duplex,Guzape,"15,000,000.00"
2221,4,Duplex,Apo,"7,500,000.00"
2222,4,Duplex,Guzape,"18,000,000.00"
2223,1,Apartment,Maitama,"6,000,000.00"
2224,6,Duplex,Asokoro,"60,000,000.00"
2225,1,Apartment,Idu,"1,500,000.00"
2226,1,Apartment,Maitama,"15,000,000.00"
2227,3,Apartment,Jahi,"8,500,000.00"
2228,2,Apartment,Maitama,"25,000,000.00"
2229,3,Duplex,Jabi,"32,000,000.00"
2230,4,Duplex,Katampe,"18,000,000.00"
2231,5,Duplex,Gwarinpa,"20,000,000.00"
2232,4,Duplex,Apo,"8,000,000.00"
2233,3,Duplex,Jahi,"15,000,000.00"
2234,4,Apartment,Garki,"7,000,000.00"
2235,4,Duplex,Maitama,"50,000,000.00"
2236,1,Apartment,Jabi,"2,000,000.00"
2237,5,Duplex,Life Camp,"13,000,000.00"
2238,3,Apartment,Jahi,"8,000,000.00"
2239,3,Apartment,Jahi,"8,000,000.00"
2240,4,Duplex,Guzape,"18,000,000.00"
2241,1,Apartment,Gwarinpa,"3,000,000.00"
2242,4,Duplex,Lugbe,"5,500,000.00"
2243,34,Apartment,Wuye,"8,000,000.00"
2244,3,Apartment,Durumi,"12,000,000.00"
2245,4,Duplex,Maitama,"8,000,000.00"
2246,3,Apartment,Gwarinpa,"7,000,000.00"
2247,3,Duplex,Jabi,"32,000,000.00"
2248,4,Duplex,Lugbe,"7,500,000.00"
2249,3,Apartment,Maitama,"20,000,000.00"
2250,4,Duplex,Mabushi,"12,000,000.00"
2251,4,Duplex,Maitama,"50,000,000.00"
2252,1,Apartment,Maitama,"5,000,000.00"
2253,1,Apartment,Wuse,"2,500,000.00"
