,index,Bedrooms,Property Category,District,Price(Float),Price_Per_Bed,effective_bedrooms,price_per_bedroom,district_tier,property_type_code
3000,3000,2,Apartment,Wuye,6000000.0,3000000.0,2,3000000.0,Luxury,0
3001,3001,2,Apartment,Wuye,6500000.0,3250000.0,2,3250000.0,Luxury,0
3002,3002,2,Apartment,Lugbe,3500000.0,1750000.0,2,1750000.0,Budget,0
3003,3003,4,Apartment,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,0
3004,3004,2,Apartment,Jahi,12000000.0,6000000.0,2,6000000.0,Mid-Range,0
3005,3005,2,Apartment,Guzape,15000000.0,7500000.0,2,7500000.0,Luxury,0
3006,3006,5,Duplex,Asokoro,25000000.0,5000000.0,5,5000000.0,Luxury,2
3007,3007,3,Apartment,Maitama,20000000.0,6666666.666666667,3,6666666.666666667,Luxury,0
3008,3008,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3009,3009,5,Duplex,Katampe,35000000.0,7000000.0,5,7000000.0,Luxury,2
3010,3010,5,Duplex,Katampe,30000000.0,6000000.0,5,6000000.0,Luxury,2
3011,3011,5,Duplex,Katampe,20000000.0,4000000.0,5,4000000.0,Luxury,2
3012,3012,4,Duplex,Asokoro,25000000.0,6250000.0,4,6250000.0,Luxury,2
3013,3013,3,Apartment,Jabi,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
3014,3014,2,Apartment,Utako,7000000.0,3500000.0,2,3500000.0,Mid-Range,0
3015,3015,4,Duplex,Wuye,20000000.0,5000000.0,4,5000000.0,Luxury,2
3016,3016,3,Apartment,Idu,6000000.0,2000000.0,3,2000000.0,Budget,0
3018,3018,1,Apartment,Gwarinpa,2500000.0,2500000.0,1,2500000.0,Budget,0
3021,3021,4,Duplex,Gwarinpa,8000000.0,2000000.0,4,2000000.0,Budget,2
3022,3022,5,Duplex,Jabi,20000000.0,4000000.0,5,4000000.0,Luxury,2
3025,3025,4,Duplex,Katampe,15000000.0,3750000.0,4,3750000.0,Luxury,2
3026,3026,3,Apartment,Lokogoma,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,0
3027,3027,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3028,3028,4,Duplex,Katampe,12000000.0,3000000.0,4,3000000.0,Luxury,2
3029,3029,3,Duplex,Gwarinpa,7000000.0,2333333.3333333335,3,2333333.3333333335,Budget,2
3030,3030,3,Apartment,Gwarinpa,8000000.0,2666666.6666666665,3,2666666.6666666665,Budget,0
3031,3031,2,Apartment,Wuye,7000000.0,3500000.0,2,3500000.0,Luxury,0
3033,3033,3,Duplex,Asokoro,12000000.0,4000000.0,3,4000000.0,Luxury,2
3034,3034,4,Duplex,Guzape,13000000.0,3250000.0,4,3250000.0,Luxury,2
3035,3035,5,Duplex,Wuse,30000000.0,6000000.0,5,6000000.0,Luxury,2
3036,3036,4,Duplex,Wuse,28000000.0,7000000.0,4,7000000.0,Luxury,2
3038,3038,1,Apartment,Asokoro,10000000.0,10000000.0,1,10000000.0,Luxury,0
3039,3039,2,Duplex,Asokoro,20000000.0,10000000.0,2,10000000.0,Luxury,2
3040,3040,6,Duplex,Gwarinpa,50000000.0,8333333.333333333,6,8333333.333333333,Budget,2
3041,3041,5,Duplex,Idu,8000000.0,1600000.0,5,1600000.0,Budget,2
3042,3042,3,Duplex,Asokoro,9000000.0,3000000.0,3,3000000.0,Luxury,2
3043,3043,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3044,3044,3,Bungalow,Katampe,8500000.0,2833333.3333333335,3,2833333.3333333335,Luxury,1
3045,3045,3,Apartment,Life Camp,6000000.0,2000000.0,3,2000000.0,Budget,0
3046,3046,3,Apartment,Guzape,30000000.0,10000000.0,3,10000000.0,Luxury,0
3047,3047,4,Duplex,Gwarinpa,13000000.0,3250000.0,4,3250000.0,Budget,2
3048,3048,4,Duplex,Jahi,13000000.0,3250000.0,4,3250000.0,Mid-Range,2
3049,3049,3,Apartment,Katampe,8500000.0,2833333.3333333335,3,2833333.3333333335,Luxury,0
3050,3050,5,Duplex,Apo,15000000.0,3000000.0,5,3000000.0,Mid-Range,2
3051,3051,5,House,Jahi,20000000.0,4000000.0,5,4000000.0,Mid-Range,3
3052,3052,4,Duplex,Asokoro,25000000.0,6250000.0,4,6250000.0,Luxury,2
3053,3053,5,Duplex,Asokoro,50000000.0,10000000.0,5,10000000.0,Luxury,2
3054,3054,4,Duplex,Apo,13500000.0,3375000.0,4,3375000.0,Mid-Range,2
3055,3055,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3056,3056,3,Duplex,Katampe,15000000.0,5000000.0,3,5000000.0,Luxury,2
3057,3057,1,Apartment,Katampe,7500000.0,7500000.0,1,7500000.0,Luxury,0
3059,3059,4,Duplex,Wuse,35000000.0,8750000.0,4,8750000.0,Luxury,2
3060,3060,4,Duplex,Wuye,15000000.0,3750000.0,4,3750000.0,Luxury,2
3061,3061,3,Apartment,Maitama,15000000.0,5000000.0,3,5000000.0,Luxury,0
3063,3063,4,Duplex,Maitama,50000000.0,12500000.0,4,12500000.0,Luxury,2
3064,3064,4,Duplex,Jahi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
3065,3065,5,Duplex,Jahi,20000000.0,4000000.0,5,4000000.0,Mid-Range,2
3066,3066,3,Apartment,Wuye,7500000.0,2500000.0,3,2500000.0,Luxury,0
3069,3069,4,Duplex,Idu,8000000.0,2000000.0,4,2000000.0,Budget,2
3070,3070,2,Apartment,Life Camp,5000000.0,2500000.0,2,2500000.0,Budget,0
3071,3071,3,Apartment,Life Camp,6000000.0,2000000.0,3,2000000.0,Budget,0
3072,3072,3,Apartment,Wuse,12000000.0,4000000.0,3,4000000.0,Luxury,0
3073,3073,5,Duplex,Maitama,50000000.0,10000000.0,5,10000000.0,Luxury,2
3074,3074,2,Apartment,Life Camp,4000000.0,2000000.0,2,2000000.0,Budget,0
3075,3075,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3076,3076,6,Duplex,Katampe,20000000.0,3333333.3333333335,6,3333333.3333333335,Luxury,2
3077,3077,3,Apartment,Katampe,5500000.0,1833333.3333333333,3,1833333.3333333333,Luxury,0
3079,3079,3,Apartment,Jahi,8500000.0,2833333.3333333335,3,2833333.3333333335,Mid-Range,0
3080,3080,4,Duplex,Asokoro,13000000.0,3250000.0,4,3250000.0,Luxury,2
3081,3081,2,Apartment,Maitama,26000000.0,13000000.0,2,13000000.0,Luxury,0
3082,3082,3,Apartment,Wuse,9000000.0,3000000.0,3,3000000.0,Luxury,0
3083,3083,3,Apartment,Asokoro,22000000.0,7333333.333333333,3,7333333.333333333,Luxury,0
3084,3084,5,Duplex,Maitama,50000000.0,10000000.0,5,10000000.0,Luxury,2
3085,3085,3,Apartment,Utako,45000000.0,15000000.0,3,15000000.0,Mid-Range,0
3086,3086,3,Apartment,Jabi,5000000.0,1666666.6666666667,3,1666666.6666666667,Luxury,0
3087,3087,1,Apartment,Durumi,4500000.0,4500000.0,1,4500000.0,Budget,0
3088,3088,1,Apartment,Wuye,5000000.0,5000000.0,1,5000000.0,Luxury,0
3089,3089,4,Duplex,Katampe,20000000.0,5000000.0,4,5000000.0,Luxury,2
3090,3090,6,Duplex,Maitama,45000000.0,7500000.0,6,7500000.0,Luxury,2
3091,3091,4,Duplex,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,2
3092,3092,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3093,3093,6,Duplex,Katampe,17000000.0,2833333.3333333335,6,2833333.3333333335,Luxury,2
3094,3094,6,Duplex,Katampe,30000000.0,5000000.0,6,5000000.0,Luxury,2
3095,3095,3,Apartment,Katampe,8500000.0,2833333.3333333335,3,2833333.3333333335,Luxury,0
3096,3096,3,Duplex,Katampe,7500000.0,2500000.0,3,2500000.0,Luxury,2
3097,3097,2,House,Lugbe,5000000.0,2500000.0,2,2500000.0,Budget,3
3098,3098,4,Duplex,Jahi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
3099,3099,3,Apartment,Asokoro,22000000.0,7333333.333333333,3,7333333.333333333,Luxury,0
3100,3100,4,Duplex,Jahi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
3102,3102,4,Duplex,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
3103,3103,3,Apartment,Maitama,20000000.0,6666666.666666667,3,6666666.666666667,Luxury,0
3104,3104,4,Duplex,Gwarinpa,11000000.0,2750000.0,4,2750000.0,Budget,2
3105,3105,3,Apartment,Durumi,8000000.0,2666666.6666666665,3,2666666.6666666665,Budget,0
3106,3106,1,Apartment,Life Camp,3000000.0,3000000.0,1,3000000.0,Budget,0
3108,3108,3,Apartment,Jahi,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,0
3109,3109,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
3110,3110,4,Apartment,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,0
3111,3111,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3112,3112,4,Duplex,Katampe,20000000.0,5000000.0,4,5000000.0,Luxury,2
3113,3113,5,Duplex,Idu,10000000.0,2000000.0,5,2000000.0,Budget,2
3114,3114,2,Apartment,Life Camp,4500000.0,2250000.0,2,2250000.0,Budget,0
3115,3115,3,Apartment,Maitama,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,0
3116,3116,3,Apartment,Maitama,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
3117,3117,4,Apartment,Wuse,13000000.0,3250000.0,4,3250000.0,Luxury,0
3118,3118,4,Duplex,Idu,10000000.0,2500000.0,4,2500000.0,Budget,2
3120,3120,3,Apartment,Life Camp,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,0
3121,3121,2,Duplex,Life Camp,8000000.0,4000000.0,2,4000000.0,Budget,2
3122,3122,4,Duplex,Jahi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
3123,3123,5,Duplex,Jahi,20000000.0,4000000.0,5,4000000.0,Mid-Range,2
3124,3124,4,Duplex,Jahi,7000000.0,1750000.0,4,1750000.0,Mid-Range,2
3125,3125,4,Duplex,Life Camp,8000000.0,2000000.0,4,2000000.0,Budget,2
3126,3126,3,Apartment,Life Camp,4500000.0,1500000.0,3,1500000.0,Budget,0
3127,3127,3,Apartment,Life Camp,7500000.0,2500000.0,3,2500000.0,Budget,0
3128,3128,2,Apartment,Life Camp,5000000.0,2500000.0,2,2500000.0,Budget,0
3129,3129,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3130,3130,4,Duplex,Katampe,15000000.0,3750000.0,4,3750000.0,Luxury,2
3133,3133,4,Duplex,Gwarinpa,13000000.0,3250000.0,4,3250000.0,Budget,2
3134,3134,3,Apartment,Mabushi,7000000.0,2333333.3333333335,3,2333333.3333333335,Mid-Range,0
3135,3135,3,Duplex,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
3136,3136,3,Apartment,Mabushi,10500000.0,3500000.0,3,3500000.0,Mid-Range,0
3137,3137,4,Duplex,Maitama,35000000.0,8750000.0,4,8750000.0,Luxury,2
3138,3138,4,Duplex,Maitama,35000000.0,8750000.0,4,8750000.0,Luxury,2
3139,3139,3,Bungalow,Lokogoma,7000000.0,2333333.3333333335,3,2333333.3333333335,Budget,1
3140,3140,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3141,3141,4,Duplex,Jahi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
3142,3142,3,Apartment,Life Camp,6000000.0,2000000.0,3,2000000.0,Budget,0
3143,3143,4,Duplex,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,2
3144,3144,4,Duplex,Asokoro,30000000.0,7500000.0,4,7500000.0,Luxury,2
3145,3145,4,Duplex,Wuse,40000000.0,10000000.0,4,10000000.0,Luxury,2
3146,3146,4,Duplex,Kado,20000000.0,5000000.0,4,5000000.0,Mid-Range,2
3147,3147,4,Duplex,Wuye,18000000.0,4500000.0,4,4500000.0,Luxury,2
3148,3148,5,Duplex,Wuye,25000000.0,5000000.0,5,5000000.0,Luxury,2
3149,3149,4,Duplex,Utako,14000000.0,3500000.0,4,3500000.0,Mid-Range,2
3150,3150,3,Apartment,Guzape,45000000.0,15000000.0,3,15000000.0,Luxury,0
3151,3151,3,Apartment,Maitama,20000000.0,6666666.666666667,3,6666666.666666667,Luxury,0
3153,3153,5,Duplex,Wuye,25000000.0,5000000.0,5,5000000.0,Luxury,2
3154,3154,3,Apartment,Kaura,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,0
3155,3155,3,Apartment,Maitama,20000000.0,6666666.666666667,3,6666666.666666667,Luxury,0
3156,3156,3,Apartment,Life Camp,4500000.0,1500000.0,3,1500000.0,Budget,0
3157,3157,2,Apartment,Jahi,7000000.0,3500000.0,2,3500000.0,Mid-Range,0
3158,3158,4,Duplex,Jahi,10000000.0,2500000.0,4,2500000.0,Mid-Range,2
3159,3159,3,Apartment,Jahi,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,0
3161,3161,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3163,3163,4,Duplex,Katampe,15000000.0,3750000.0,4,3750000.0,Luxury,2
3164,3164,5,Duplex,Idu,15000000.0,3000000.0,5,3000000.0,Budget,2
3166,3166,5,Duplex,Jahi,30000000.0,6000000.0,5,6000000.0,Mid-Range,2
3168,3168,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
3169,3169,4,Duplex,Lugbe,6000000.0,1500000.0,4,1500000.0,Budget,2
3170,3170,5,Duplex,Guzape,20000000.0,4000000.0,5,4000000.0,Luxury,2
3171,3171,4,Duplex,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,2
3172,3172,3,Apartment,Jahi,19000000.0,6333333.333333333,3,6333333.333333333,Mid-Range,0
3173,3173,3,Apartment,Apo,7000000.0,2333333.3333333335,3,2333333.3333333335,Mid-Range,0
3174,3174,5,Duplex,Wuye,25000000.0,5000000.0,5,5000000.0,Luxury,2
3175,3175,5,Duplex,Asokoro,30000000.0,6000000.0,5,6000000.0,Luxury,2
3176,3176,2,Apartment,Jahi,7000000.0,3500000.0,2,3500000.0,Mid-Range,0
3177,3177,1,Apartment,Lokogoma,2750000.0,2750000.0,1,2750000.0,Budget,0
3178,3178,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3179,3179,4,Duplex,Utako,18000000.0,4500000.0,4,4500000.0,Mid-Range,2
3180,3180,1,Apartment,Asokoro,10000000.0,10000000.0,1,10000000.0,Luxury,0
3181,3181,2,Apartment,Asokoro,20000000.0,10000000.0,2,10000000.0,Luxury,0
3182,3182,5,Duplex,Utako,20000000.0,4000000.0,5,4000000.0,Mid-Range,2
3183,3183,3,Duplex,Lugbe,10000000.0,3333333.3333333335,3,3333333.3333333335,Budget,2
3184,3184,2,Apartment,Idu,8000000.0,4000000.0,2,4000000.0,Budget,0
3185,3185,3,Apartment,Wuye,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
3186,3186,3,Apartment,Idu,9000000.0,3000000.0,3,3000000.0,Budget,0
3187,3187,4,Duplex,Idu,9000000.0,2250000.0,4,2250000.0,Budget,2
3188,3188,4,Duplex,Lugbe,12000000.0,3000000.0,4,3000000.0,Budget,2
3189,3189,3,House,Jahi,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,3
3190,3190,3,House,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,3
3191,3191,3,Apartment,Guzape,12000000.0,4000000.0,3,4000000.0,Luxury,0
3192,3192,3,Apartment,Guzape,12000000.0,4000000.0,3,4000000.0,Luxury,0
3193,3193,2,Apartment,Wuse,25000000.0,12500000.0,2,12500000.0,Luxury,0
3194,3194,3,Apartment,Jahi,9000000.0,3000000.0,3,3000000.0,Mid-Range,0
3195,3195,2,Apartment,Jahi,9500000.0,4750000.0,2,4750000.0,Mid-Range,0
3196,3196,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3197,3197,2,Apartment,Katampe,7000000.0,3500000.0,2,3500000.0,Luxury,0
3198,3198,4,Duplex,Katampe,10000000.0,2500000.0,4,2500000.0,Luxury,2
3199,3199,3,Apartment,Gwarinpa,4500000.0,1500000.0,3,1500000.0,Budget,0
3200,3200,6,Duplex,Maitama,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
3201,3201,3,Apartment,Maitama,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,0
3202,3202,3,Apartment,Wuye,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
3203,3203,4,Duplex,Kado,20000000.0,5000000.0,4,5000000.0,Mid-Range,2
3204,3204,2,Apartment,Life Camp,4500000.0,2250000.0,2,2250000.0,Budget,0
3205,3205,4,House,Utako,18000000.0,4500000.0,4,4500000.0,Mid-Range,3
3208,3208,3,Apartment,Mabushi,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,0
3209,3209,4,Duplex,Idu,10000000.0,2500000.0,4,2500000.0,Budget,2
3210,3210,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3211,3211,4,Duplex,Gwarinpa,10000000.0,2500000.0,4,2500000.0,Budget,2
3212,3212,4,Duplex,Gwarinpa,10000000.0,2500000.0,4,2500000.0,Budget,2
3213,3213,2,Apartment,Mabushi,15000000.0,7500000.0,2,7500000.0,Mid-Range,0
3214,3214,4,Duplex,Wuye,25000000.0,6250000.0,4,6250000.0,Luxury,2
3215,3215,4,Duplex,Utako,18000000.0,4500000.0,4,4500000.0,Mid-Range,2
3216,3216,2,Apartment,Guzape,15000000.0,7500000.0,2,7500000.0,Luxury,0
3217,3217,3,Bungalow,Life Camp,8500000.0,2833333.3333333335,3,2833333.3333333335,Budget,1
3220,3220,3,Apartment,Utako,8500000.0,2833333.3333333335,3,2833333.3333333335,Mid-Range,0
3221,3221,2,Apartment,Jahi,5000000.0,2500000.0,2,2500000.0,Mid-Range,0
3222,3222,3,Apartment,Life Camp,6000000.0,2000000.0,3,2000000.0,Budget,0
3223,3223,3,Apartment,Jabi,6000000.0,2000000.0,3,2000000.0,Luxury,0
3224,3224,4,Duplex,Asokoro,25000000.0,6250000.0,4,6250000.0,Luxury,2
3225,3225,5,Duplex,Wuye,25000000.0,5000000.0,5,5000000.0,Luxury,2
3226,3226,6,Duplex,Maitama,50000000.0,8333333.333333333,6,8333333.333333333,Luxury,2
3227,3227,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3228,3228,4,Duplex,Wuse,20000000.0,5000000.0,4,5000000.0,Luxury,2
3229,3229,6,Duplex,Katampe,20000000.0,3333333.3333333335,6,3333333.3333333335,Luxury,2
3230,3230,5,Duplex,Katampe,20000000.0,4000000.0,5,4000000.0,Luxury,2
3231,3231,4,Duplex,Maitama,20000000.0,5000000.0,4,5000000.0,Luxury,2
3232,3232,2,Bungalow,Guzape,700000.0,350000.0,2,350000.0,Luxury,1
3233,3233,2,Apartment,Jahi,10000000.0,5000000.0,2,5000000.0,Mid-Range,0
3234,3234,5,Duplex,Apo,14000000.0,2800000.0,5,2800000.0,Mid-Range,2
3235,3235,5,Duplex,Asokoro,50000000.0,10000000.0,5,10000000.0,Luxury,2
3237,3237,3,Apartment,Idu,6000000.0,2000000.0,3,2000000.0,Budget,0
3238,3238,4,Duplex,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
3239,3239,4,Duplex,Asokoro,25000000.0,6250000.0,4,6250000.0,Luxury,2
3241,3241,4,Duplex,Kado,20000000.0,5000000.0,4,5000000.0,Mid-Range,2
3242,3242,3,Apartment,Kado,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,0
3243,3243,2,Apartment,Durumi,7000000.0,3500000.0,2,3500000.0,Budget,0
3244,3244,3,Apartment,Maitama,25000000.0,8333333.333333333,3,8333333.333333333,Luxury,0
3245,3245,2,Apartment,Jahi,15000000.0,7500000.0,2,7500000.0,Mid-Range,0
3246,3246,4,Apartment,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,0
3247,3247,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3248,3248,6,Duplex,Katampe,20000000.0,3333333.3333333335,6,3333333.3333333335,Luxury,2
3249,3249,4,Duplex,Katampe,50000000.0,12500000.0,4,12500000.0,Luxury,2
3250,3250,6,Duplex,Katampe,20000000.0,3333333.3333333335,6,3333333.3333333335,Luxury,2
3251,3251,3,Apartment,Katampe,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
3252,3252,2,Apartment,Gwarinpa,3500000.0,1750000.0,2,1750000.0,Budget,0
3253,3253,2,Apartment,Apo,3500000.0,1750000.0,2,1750000.0,Mid-Range,0
3254,3254,5,Duplex,Idu,12000000.0,2400000.0,5,2400000.0,Budget,2
3255,3255,3,Apartment,Jahi,20000000.0,6666666.666666667,3,6666666.666666667,Mid-Range,0
3256,3256,4,Duplex,Guzape,17000000.0,4250000.0,4,4250000.0,Luxury,2
3259,3259,4,Duplex,Wuse,35000000.0,8750000.0,4,8750000.0,Luxury,2
3260,3260,5,Duplex,Maitama,30000000.0,6000000.0,5,6000000.0,Luxury,2
3261,3261,2,Apartment,Guzape,10000000.0,5000000.0,2,5000000.0,Luxury,0
3263,3263,2,Apartment,Wuse,15000000.0,7500000.0,2,7500000.0,Luxury,0
3264,3264,5,Duplex,Asokoro,25000000.0,5000000.0,5,5000000.0,Luxury,2
3265,3265,3,Apartment,Jabi,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,0
3266,3266,3,Apartment,Jahi,11000000.0,3666666.6666666665,3,3666666.6666666665,Mid-Range,0
3267,3267,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3268,3268,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
3269,3269,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
3270,3270,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
3271,3271,6,Duplex,Katampe,20000000.0,3333333.3333333335,6,3333333.3333333335,Luxury,2
3272,3272,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
3273,3273,4,Duplex,Jabi,40000000.0,10000000.0,4,10000000.0,Luxury,2
3274,3274,3,Apartment,Jahi,9000000.0,3000000.0,3,3000000.0,Mid-Range,0
3275,3275,3,Apartment,Jabi,40649100.0,13549700.0,3,13549700.0,Luxury,0
3277,3277,4,Duplex,Maitama,25000000.0,6250000.0,4,6250000.0,Luxury,2
3278,3278,5,Duplex,Wuse,40000000.0,8000000.0,5,8000000.0,Luxury,2
3279,3279,5,Duplex,Life Camp,14000000.0,2800000.0,5,2800000.0,Budget,2
3280,3280,3,Apartment,Jahi,20000000.0,6666666.666666667,3,6666666.666666667,Mid-Range,0
3281,3281,2,Apartment,Jahi,10000000.0,5000000.0,2,5000000.0,Mid-Range,0
3283,3283,5,Duplex,Jahi,15000000.0,3000000.0,5,3000000.0,Mid-Range,2
3284,3284,4,Duplex,Jahi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
3285,3285,2,Apartment,Utako,6000000.0,3000000.0,2,3000000.0,Mid-Range,0
3286,3286,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3287,3287,4,Duplex,Kaura,12000000.0,3000000.0,4,3000000.0,Budget,2
3288,3288,3,Apartment,Katampe,6000000.0,2000000.0,3,2000000.0,Luxury,0
3289,3289,3,Apartment,Katampe,5000000.0,1666666.6666666667,3,1666666.6666666667,Luxury,0
3290,3290,5,Duplex,Gwarinpa,10000000.0,2000000.0,5,2000000.0,Budget,2
3291,3291,4,Duplex,Asokoro,15000000.0,3750000.0,4,3750000.0,Luxury,2
3293,3293,5,Duplex,Mabushi,15000000.0,3000000.0,5,3000000.0,Mid-Range,2
3295,3295,4,Duplex,Maitama,35000000.0,8750000.0,4,8750000.0,Luxury,2
3296,3296,4,Duplex,Asokoro,27000000.0,6750000.0,4,6750000.0,Luxury,2
3299,3299,4,Duplex,Guzape,12000000.0,3000000.0,4,3000000.0,Luxury,2
3300,3300,4,Duplex,Guzape,18000000.0,4500000.0,4,4500000.0,Luxury,2
3301,3301,3,Duplex,Asokoro,8800000.0,2933333.3333333335,3,2933333.3333333335,Luxury,2
3303,3303,1,Apartment,Wuse,12000000.0,12000000.0,1,12000000.0,Luxury,0
3304,3304,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3305,3305,3,Apartment,Katampe,20000000.0,6666666.666666667,3,6666666.666666667,Luxury,0
3306,3306,2,Apartment,Katampe,7000000.0,3500000.0,2,3500000.0,Luxury,0
3307,3307,4,Duplex,Katampe,30000000.0,7500000.0,4,7500000.0,Luxury,2
3308,3308,3,House,Asokoro,9500000.0,3166666.6666666665,3,3166666.6666666665,Luxury,3
3310,3310,5,Duplex,Idu,6500000.0,1300000.0,5,1300000.0,Budget,2
3311,3311,2,Apartment,Jabi,37939160.0,18969580.0,2,18969580.0,Luxury,0
3312,3312,2,Apartment,Garki,18000000.0,9000000.0,2,9000000.0,Mid-Range,0
3313,3313,1,Apartment,Mabushi,2000000.0,2000000.0,1,2000000.0,Mid-Range,0
3314,3314,2,Apartment,Guzape,15000000.0,7500000.0,2,7500000.0,Luxury,0
3315,3315,3,Apartment,Jahi,8500000.0,2833333.3333333335,3,2833333.3333333335,Mid-Range,0
3316,3316,3,Bungalow,Idu,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,1
3317,3317,1,Apartment,Idu,1600000.0,1600000.0,1,1600000.0,Budget,0
3318,3318,3,Duplex,Idu,5500000.0,1833333.3333333333,3,1833333.3333333333,Budget,2
3319,3319,4,Duplex,Jahi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
3320,3320,3,Apartment,Maitama,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,0
3321,3321,4,Duplex,Lokogoma,15000000.0,3750000.0,4,3750000.0,Budget,2
3322,3322,4,Duplex,Lokogoma,15000000.0,3750000.0,4,3750000.0,Budget,2
3323,3323,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
3324,3324,5,Duplex,Wuse,25000000.0,5000000.0,5,5000000.0,Luxury,2
3325,3325,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
3326,3326,3,Apartment,Katampe,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
3327,3327,1,Apartment,Gwarinpa,3000000.0,3000000.0,1,3000000.0,Budget,0
3328,3328,3,Duplex,Asokoro,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,2
3329,3329,1,Apartment,Wuse,7500000.0,7500000.0,1,7500000.0,Luxury,0
3330,3330,3,Apartment,Utako,7000000.0,2333333.3333333335,3,2333333.3333333335,Mid-Range,0
3331,3331,5,Duplex,Kado,20000000.0,4000000.0,5,4000000.0,Mid-Range,2
3332,3332,1,Apartment,Lugbe,900000.0,900000.0,1,900000.0,Budget,0
3333,3333,4,Duplex,Asokoro,40000000.0,10000000.0,4,10000000.0,Luxury,2
3334,3334,3,Apartment,Lugbe,2500000.0,833333.3333333334,3,833333.3333333334,Budget,0
